id,context,question,answer0,answer1,answer2,answer3,label
3HO4MYYR142W5R033OHN8DUJ4DQ6UE##39OWYR0EPN6CSDBD4KNIUO9YMB7FYV##A32W24TWSWXW##Blog_227599##q1_a1##38O9DZ0A641NLFR1K47H2UZSMZT62B,"The main character , the guardian Bob is like the new guy in town . He 's from the big city and is trying to protect the net from Viruses . Dot is kinda the town 's matron , she runs it 's social hang out ( the diner ) and is generally in charge of the social network in Mainframe .",What might be what is being described by the poster ?,It is a TV show about computer animated characters in a computer town .,None of the above choices .,A western movie about a man named Bob and his desire to rid a town of evil .,A book about a diner and the types of people who eat there and get viruses .,0
3QREJ3J435B0LGYYWEJNR93IPBWLK4##39K0FND3AKUH255RA1DFMSB09DGAM0##A3VVR8NR3ED04C##Blog_44007##q1_a1##3SU800BH886PF9JNIXVLEIBA4X0QUV,"Been having a blast so far on my mini - vacation!The flight home was actually kind of crappy . We got delayed at least an hour and a half because of weather en route to Boston and the flight was turbulent . So instead of spending time with Rob and Rachel , Rob pretty much had to go to bed as soon as we got home : ( I loved being back in Salem- had n't been there since I was a kid in Brownies or something , so it was pretty awesome .",Why was the narrator not happy with Boston ?,The city was dirty .,The flight was bad .,There was too many distractions .,None of the above choices .,1
3QREJ3J435B0LGYYWEJNR93IPBWLK4##39K0FND3AKUH255RA1DFMSB09DGAM0##A3VVR8NR3ED04C##Blog_44007##q1_a2##3URJ6VVYUR1NDZCSOECZC9IGQJUO4Y,"Been having a blast so far on my mini - vacation!The flight home was actually kind of crappy . We got delayed at least an hour and a half because of weather en route to Boston and the flight was turbulent . So instead of spending time with Rob and Rachel , Rob pretty much had to go to bed as soon as we got home : ( I loved being back in Salem- had n't been there since I was a kid in Brownies or something , so it was pretty awesome .",Why was the narrator not happy with Boston ?,They got robbed there .,None of the above choices .,The city was dirty .,There was too many distractions .,1
30OITAWPBQ1ZOZXAHY10HA8N7H59HA##3PPTZCWALRIUT3CKUPOVSWY5QF6ZQ8##A37IJGXG1VEBEK##Blog_929188##q1_a1##3OCZWXS7ZQLX3XDVPRFHPKK0VBLL5M,"This weekend was Father 's Day . I missed Mother 's Day this year , but it turns out that Father 's Day was just as exciting for me . I went to the card store to pick out C 's first Father 's Day card .",Why may that Father 's Day card be special ?,It is C 's first Father 's Day as a father .,None of the above choices .,It is his day without his dad .,It is always special .,0
3YZ7A3YHR5R5DL9EP20I98ANUZN5SQ##3R08VXYT7DTGTQ20N3VIT1NS4UI7WE##A37IJGXG1VEBEK##Blog_1459117##q1_a1##3RHLQY6EDVIW92L3Y5YJ1F6HM9ND4Y,"They lived on a farm next to Herman 's camp , posing as Christians to avoid being captured . Roma says when she brought apples and bread for Herman , he used to say , "" I 'll see you tomorrow . "" "" Well , what can I tell you ? I proposed right then and there , "" Herman says .",What religion may I be currently practicing ?,Methodist,Judiasm,Baptist,Catholic,1
306W7JMRY0C4D6ALWCXQN1YMLN88BK##3MX2NQ3YCC9VQBSETCO7PYBCV9W5XP##A3HII8DX9SINOU##Blog_1490496##q1_a1##38O9DZ0A641NLFR1K47H2UZSMZT267,"Constantly . And she and her boyfriend could never keep their clothes on . Every fucking time I would go into the room , they 'd be going at it like fat perverted rabbits . It looked like a bad fetish porn film , and made me briefly consider a career as a nun . Well , rather than start a fight with the tubby little gutter bitch , I discreetly tried to move my stuff to the room of a girl who had been a good acquaintance of mine from semester # 1 .",What may be a plausible fact about me ?,I have got an indescreet roommate,I watch fetish movies,I have two roommates,I tend to join my roommate in the room,0
306W7JMRY0C4D6ALWCXQN1YMLN88BK##3MX2NQ3YCC9VQBSETCO7PYBCV9W5XP##A3HII8DX9SINOU##Blog_1490496##q1_a2##3GVPRXWRPJ8A00J8SHX1VO6566A7IM,"Constantly . And she and her boyfriend could never keep their clothes on . Every fucking time I would go into the room , they 'd be going at it like fat perverted rabbits . It looked like a bad fetish porn film , and made me briefly consider a career as a nun . Well , rather than start a fight with the tubby little gutter bitch , I discreetly tried to move my stuff to the room of a girl who had been a good acquaintance of mine from semester # 1 .",What may be a plausible fact about me ?,I have two roommates,I am currently a student,I tend to join my roommate in the room,I watch fetish movies,1
306W7JMRY0C4D6ALWCXQN1YMLN88BK##3MX2NQ3YCC9VQBSETCO7PYBCV9W5XP##A3HII8DX9SINOU##Blog_1490496##q2_a1##3NSCTNUR211G7EMRS0QRG64Q2SAA56,"Constantly . And she and her boyfriend could never keep their clothes on . Every fucking time I would go into the room , they 'd be going at it like fat perverted rabbits . It looked like a bad fetish porn film , and made me briefly consider a career as a nun . Well , rather than start a fight with the tubby little gutter bitch , I discreetly tried to move my stuff to the room of a girl who had been a good acquaintance of mine from semester # 1 .",What may be my plausible reason for leaving the room ?,I would like to avoid a quarrel with my roommate,None of the above choices .,I like physical activities,I would like to be with another person,0
36U4VBVNQQRPRAYNVCKLJ8LF0VXRUG##3OUYGIZWRADRMV4MAF8EEQTIBGG0P6##A3SDFAOJW87FGP##Blog_159027##q1_a1##3KA7IJSNW8JPJY92ITZ19NTCAWQPB1,He knew that she liked him . She stuck around for months which might be a new record . The worst of it was that his moping was rubbin -- The squeaky door of a donut shop swung in the breeze and startled her .,What might have happened if the door did not squeak ?,None of the above choices .,She would have continued to daydream,She would have told him she liked him,She would have eaten a donut,1
3CZH926SIES118Z3U0937XO3N254E0##3P59JYT76OZWAX076JLC2ONUYHG2TT##AOBTFLJU2BEPR##Blog_1551682##q1_a1##3Z33IC0JC20J0PR16LU4O9N59YWV9L,When we first moved here I started our emergency supply but about a year and a half ago I transferred all the food products out to use them up and then never got around to replacing them . I also took the emergency kit out to take camping with us one weekend and over the past two years it 's been used and almost depleted as well . My goal over the next couple months is to build it back up . Here might be a surprise though ; I ' m always on the look out for products even if it 's from an unlikely site .,What can be said about the narrator ?,They plan ahead .,They play things by ear .,None of the above choices .,They are unprepared .,0
3CZH926SIES118Z3U0937XO3N254E0##3P59JYT76OZWAX076JLC2ONUYHG2TT##AOBTFLJU2BEPR##Blog_1551682##q2_a1##3FVBZG9CLLSWMU8410U7GXV3YFS0HP,When we first moved here I started our emergency supply but about a year and a half ago I transferred all the food products out to use them up and then never got around to replacing them . I also took the emergency kit out to take camping with us one weekend and over the past two years it 's been used and almost depleted as well . My goal over the next couple months is to build it back up . Here might be a surprise though ; I ' m always on the look out for products even if it 's from an unlikely site .,What is surprising about this story ?,None of the above choices .,The narrator buys products from a single source .,The narrator does n't have an emergency supply .,The narrator looks for products from different sources .,3
3YLTXLH3DHKZABCOIL9XVYWB6ETPHS##3PW9OPU9PTZV1DOY4012WI4Z6YL21G##AOBTFLJU2BEPR##Blog_1575458##q2_a1##3XQ4XW3ODBQS8DPYRHAK3ZVK4OTS2M,"I ' m going to reread a book on issues with Indians and drugs for my book report ( I gave the same book to Bryan as a present -- he is Native American , so I am allowed to say Indian -- at least around him . ) And did I ever tell the story in here about my first boss where I work now seeing us together 7 years ago , thinking I was also Indian ? I was in his office and he handed me the phone to talk to a caseworker who needed a Native American therapist . She said she just heard I was , and I said , "" No , you must be mistaken .",Why did the boss hand him the phone ?,The narrator claimed to be Native American .,The boss thought he was Native American .,The narrator thought he was Native American .,The boss thought he was Canadian .,1
3SBNLSTU6WJCCZ9SJYO9VBJQLCDZDX##3FPRZHYEP1M0870FFEZWMGG7VNPV3E##A3VVR8NR3ED04C##Blog_892093##q1_a1##3UXQ63NLAC0ZSDU4Q16US6KS59TLBD,"Going on walks together , or just playing a game or two ... sometimes in the mundane things there is so much more to be said . Which leads me to something else ... I do n't get why people around us right now who feel that they have the right to judge us .",What would the narrator want to do if another date occurred ?,They would want to do something flashy .,They would want to go for a walk .,They would want to go eat .,None of the above choices .,1
3SBNLSTU6WJCCZ9SJYO9VBJQLCDZDX##3FPRZHYEP1M0870FFEZWMGG7VNPV3E##A3VVR8NR3ED04C##Blog_892093##q1_a2##3QTFNPMJC8WLYB058S2CRGVK17FNZN,"Going on walks together , or just playing a game or two ... sometimes in the mundane things there is so much more to be said . Which leads me to something else ... I do n't get why people around us right now who feel that they have the right to judge us .",What would the narrator want to do if another date occurred ?,They would want to go eat .,None of the above choices .,They would want to play a game or two .,They would want to do something flashy .,2
34O39PNDK8MAVBPHVL3QEITRB1JRBA##39DD6S19JSQKRPLM5V5VQDX0ECEEZZ##A3CH1Z6J9R38G9##Blog_163960##q2_a1##371QPA24C42MYSKHXDFW8LH0DKK1TT,"On Monday , I was driving forward through the intersection at Raymond / University in St. Paul . I had a green light , and a guy took a left hand turn and smashed into me . He said he did n't see me .",What happened before this ?,We both drove to the intersection .,We were swearing loudly at each other .,We drove into the intersection at the same time .,None of the above choices .,0
34O39PNDK8MAVBPHVL3QEITRB1JRBA##39DD6S19JSQKRPLM5V5VQDX0ECEEZZ##A3CH1Z6J9R38G9##Blog_163960##q1_a2##3EKTG13IZWHVB4Y1HQW36MVMHISMLI,"On Monday , I was driving forward through the intersection at Raymond / University in St. Paul . I had a green light , and a guy took a left hand turn and smashed into me . He said he did n't see me .",Why did he really crash into me ?,"He was blind , he could n't see me .",None of the above choices .,He had ingestied alcohol recently .,He had a green light and drove on .,2
34O39PNDK8MAVBPHVL3QEITRB1JRBA##39DD6S19JSQKRPLM5V5VQDX0ECEEZZ##A3CH1Z6J9R38G9##Blog_163960##q1_a1##3JVP4ZJHDR6WIPJO7ICSG9WHXBXI0P,"On Monday , I was driving forward through the intersection at Raymond / University in St. Paul . I had a green light , and a guy took a left hand turn and smashed into me . He said he did n't see me .",Why did he really crash into me ?,He had a green light and drove on .,None of the above choices .,He was driving while drunk .,"He was blind , he could n't see me .",2
3JU8CV4BRLAU83Z420SNN953OBKPO0##32SVAV9L3G71LUYAKMW0YVEL7FP3A2##AJ7MWBQFNH3E4##Blog_1212823##q1_a2##36U4VBVNQQRPRAYNVCKLJ8LF0O0RU5,"I know what the hell Dustan does not have a brother . anyways in my dream I was still living with dustan and we were in my room before he had to be at his "" big game "" and I m going to spare you the gory details jusy know that there was some adult behavior going on and we did use protection . anyways dustan was home and in his room and both of our doors were open ........ I dunno some stuff happened and this guy i was with left for the game .",Why did the people in this story use protection ?,They wanted to protect themselves from an attack,They wanted to avoid getting a sexually transmitted disease,They preferred to wear protection in battle,None of the above choices .,1
3JU8CV4BRLAU83Z420SNN953OBKPO0##32SVAV9L3G71LUYAKMW0YVEL7FP3A2##AJ7MWBQFNH3E4##Blog_1212823##q1_a1##3JYPJ2TAYKMFWFLINVLXSDKXPJXFP2,"I know what the hell Dustan does not have a brother . anyways in my dream I was still living with dustan and we were in my room before he had to be at his "" big game "" and I m going to spare you the gory details jusy know that there was some adult behavior going on and we did use protection . anyways dustan was home and in his room and both of our doors were open ........ I dunno some stuff happened and this guy i was with left for the game .",Why did the people in this story use protection ?,They wanted to avoid getting pregnant,They preferred to wear protection in battle,They wanted to protect themselves from an attack,None of the above choices .,0
3G4VVJO6P1UQC1DWO6CU8QC2X9WKPF##3TS1AR6UQTTTDTFCHBXIHBP1GA0F7Q##A1VR49TB3Q4BV8##Blog_585711##q1_a1##302OLP89D1L16ZV67ADZUCAZTSGACX,"But soon that was n't enough , and he would fuss unless we let him hold it himself , chomping away like a pro with butter dripping down his chin . I do n't know why , but eating that corn makes him look so grown up ! That takes care of the corn , so what 's up with the other half of this week 's title ?",Why was he doing what he was doing ?,He want to act like he 's grown up .,He want to seem grown up .,He want to look grown up .,He was hungry .,3
